GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
371,315.89,12296.78,16591.31,-13708.15,3197.66,6433.52,-12467.92,-110054.96,427.68,12659.08,-109627.28,-96968.21
372,322.17,12320.07,16513.46,-13666.96,3453.86,6433.54,-12450.32,-110421.48,427.34,12925.83,-109994.14,-97068.31
373,338.03,12394.56,16500.65,-13218.86,3988.89,6472.34,-12557.96,-110815.58,429.02,13917.66,-110386.55,-96468.9
374,364.04,12437.0,16562.63,-13363.41,3807.94,6429.55,-12587.97,-110662.47,425.88,13649.79,-110236.58,-96586.79
375,355.8,12356.42,16466.08,-13264.05,3639.95,6443.96,-12515.4,-110490.54,425.06,13482.76,-110065.48,-96582.72
376,329.59,12315.62,16452.63,-13948.92,3181.3,6469.16,-12527.71,-110144.17,424.58,12271.67,-109719.59,-97447.92
377,319.86,12440.55,16413.36,-13554.22,3813.3,6454.52,-12397.63,-110782.36,428.56,13489.73,-110353.79,-96864.06
378,336.1,12487.42,16519.37,-13030.49,3899.95,6424.55,-12443.24,-110799.29,426.46,14193.66,-110372.84,-96179.18
379,387.58,12351.65,16446.28,-13345.8,3525.87,6441.86,-12548.65,-110398.99,429.12,13258.81,-109969.88,-96711.07
380,356.2,12248.46,16483.65,-13549.9,3314.03,6433.9,-12464.81,-110273.24,429.78,12821.54,-109843.46,-97021.92
381,331.02,12236.53,16479.51,-13781.54,3896.27,6466.0,-12425.94,-110797.76,430.24,13201.85,-110367.51,-97165.67
382,374.93,12300.2,16558.13,-13643.11,3343.31,6457.24,-12393.22,-110273.46,427.65,12997.48,-109845.81,-96848.33
383,297.13,12310.7,16417.49,-13695.07,3490.23,6424.83,-12406.92,-110465.09,427.39,12838.39,-110037.71,-97199.32
384,348.18,12504.97,16451.51,-13446.61,3263.72,6395.51,-12486.24,-110126.71,424.48,13031.03,-109702.23,-96671.2
385,376.49,12419.36,16455.39,-13679.1,3723.35,6432.74,-12457.21,-110693.22,428.53,13271.03,-110264.69,-96993.66
386,366.88,12337.24,16515.9,-13777.01,3229.2,6432.62,-12424.69,-110143.44,425.84,12680.15,-109717.6,-97037.46
387,298.64,12334.43,16452.76,-13798.09,2648.69,6457.16,-12448.19,-109607.7,425.79,11945.41,-109181.91,-97236.5
388,373.09,12296.78,16578.1,-13835.76,3417.98,6452.75,-12404.42,-110324.88,424.76,12878.51,-109900.12,-97021.61
389,357.42,12287.61,16469.72,-13194.23,3278.0,6410.25,-12594.03,-110104.68,426.39,13014.74,-109678.3,-96663.56
390,341.72,12327.97,16507.34,-13676.28,3502.61,6465.39,-12484.48,-110267.81,427.98,12984.27,-109839.83,-96855.56
391,357.0,12384.83,16549.82,-13789.92,2977.94,6429.68,-12513.61,-109745.26,424.43,12395.74,-109320.84,-96925.1
392,345.54,12504.2,16483.78,-13487.46,3130.43,6417.79,-12657.06,-109908.4,426.02,12737.22,-109482.39,-96745.16
393,341.89,12272.25,16606.99,-13297.47,2661.66,6410.58,-12435.16,-109568.78,429.34,12560.73,-109139.44,-96578.7
394,403.43,12356.4,16583.89,-13564.61,2645.82,6479.24,-12506.8,-109527.82,428.9,12397.36,-109098.91,-96701.55
395,377.0,12304.34,16423.28,-13539.56,2938.61,6431.32,-12609.18,-109688.78,428.28,12325.81,-109260.5,-96934.7
396,317.44,12440.06,16447.64,-13479.92,3406.21,6446.08,-12552.02,-110268.07,428.25,13025.49,-109839.83,-96814.33
397,373.38,12419.89,16519.18,-13338.99,3315.4,6421.09,-12616.95,-110165.83,424.67,13093.0,-109741.16,-96648.16
398,400.29,12353.38,16544.18,-12354.54,3316.07,6428.19,-12564.56,-110065.69,430.05,14122.99,-109635.63,-95512.64
399,331.94,12246.54,16465.96,-13714.62,3154.78,6451.47,-12452.45,-110132.03,425.72,12483.61,-109706.31,-97222.69
400,330.6,12422.32,16457.65,-13816.79,3174.92,6418.09,-12565.2,-109985.15,426.57,12421.59,-109558.58,-97136.99
401,355.34,12583.53,16524.01,-13156.16,3017.35,6423.78,-12576.74,-109858.25,420.95,13171.11,-109437.3,-96266.2
402,313.64,12290.89,16516.73,-13581.09,2959.19,6448.61,-12590.22,-109734.0,426.52,12357.75,-109307.48,-96949.73
403,354.95,12409.75,16454.56,-13555.95,3308.3,6450.43,-12452.84,-110138.99,425.68,12969.2,-109713.32,-96744.12
404,390.12,12356.11,16474.37,-13339.9,3023.99,6430.8,-12548.78,-109886.16,425.09,12786.71,-109461.08,-96674.37
405,328.4,12214.73,16523.16,-13125.28,3202.02,6459.92,-12620.42,-109938.45,425.23,12982.52,-109513.22,-96530.7
